Folder Path,Layer File,Layer Name,Layer Type,Data Source,Symbology Type,Colors Used (first 10),Uses Multiple Colors,Color Notes,Line Widths,Transparency,Estimated Contrast Issues,Labels Enabled,Font Name,Font Size,Font Bold,Font Color,Halo Enabled,Halo Color,Halo Size,Label Issues,Popup Enabled,Popup Fields Count,Popup Fields (sample),Min Scale,Max Scale,Extraction Notes
Root,"OSMP Generic Features gathered in Collector, 2020.lyr",Trails Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2020,SimpleRenderer,#a553b7,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2020.lyr",Veg Mgmt Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2020,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2020.lyr",Veg Mgmt Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2020,SimpleRenderer,#a553b7,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2020.lyr",Veg Mgmt Polys,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2020,SimpleRenderer,#4c81cd,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Ag Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Ag Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2021,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Forestry Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#55ff00,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Hydro Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2021,SimpleRenderer,#005ce6,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",P & D Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#d1ff73,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Restoration Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#732600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Restoration Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2021,SimpleRenderer,#732600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Science Office Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#e6e600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Trails Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Trails Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2021,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Polygons Trails,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2021,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Veg Mgmt Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Veg Mgmt Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2021,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Veg Mgmt Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2021,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2021.lyr",Wildlife Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2021,SimpleRenderer,#0084a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Ag Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Ag Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#fa3411,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Ag Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Forestry Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#55ff00,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Forestry Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#38a800,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Forestry Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#38a800,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Hydro Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#0070ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Hydro Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#005ce6,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Ranger Point,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#ff00c5,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Restoration Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#732600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Restoration Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#732600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Science Office Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#e6e600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Science Office Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#e6e600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Science Office Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#e6e600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Trails Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Trails Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Polygons Trails,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Veg Mgmt Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Veg Mgmt Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Veg Mgmt Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Wetlands Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#8400a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Wetlands Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2022,SimpleRenderer,#8400a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Wetlands Polys,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#8400a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Wildlife Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2022,SimpleRenderer,#0084a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Collector, 2022.lyr",Wildlife Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2022,SimpleRenderer,#0084a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,OSMP Generic Features gathered in Field Maps ('LIVE' Data).lyr,Points,Feature,https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Pt/FeatureServer;URL=https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Pt/FeatureServer/0,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,OSMP Generic Features gathered in Field Maps ('LIVE' Data).lyr,Lines,Feature,https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Lines/FeatureServer;URL=https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Lines/FeatureServer/0,SimpleRenderer,#a553b7,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,OSMP Generic Features gathered in Field Maps ('LIVE' Data).lyr,Polygons,Feature,https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Polys/FeatureServer;URL=https://services.arcgis.com/ePKBjXrBZ2vEEgWd/arcgis/rest/services/OSMP_Generic_Polys/FeatureServer/0,SimpleRenderer,#4c81cd,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Ag Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Ag Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#fa3411,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Ag Polygons,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2023,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Fire Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#ff0000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Forestry Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#55ff00,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Hydro Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#0070ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Hydro Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#005ce6,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Plannig & Design Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Restoration Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Science Office Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#e6e600,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Trails Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Trails Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Veg Stewardship Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Veg Stewardship Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#a900e6,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Wetlands Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#8400a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Wetlands Lines,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2023,SimpleRenderer,#8400a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2023.lyr",Wildlife Points,Feature,\\osmpmap.boulder.local\data\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2023,SimpleRenderer,#0084a8,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Ag Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Ag Lines,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2024,SimpleRenderer,#fa3411,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Ag Polygons,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2024,SimpleRenderer,#ff5500,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Fire Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#ff0000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Fire Polygons,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2024,SimpleRenderer,#ff0000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Forestry Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#55ff00,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Hydro Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#0070ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Hydro Lines,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2024,SimpleRenderer,#005ce6,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Planning & Design Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Plannig & Design Lines,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Lines2024,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Planning & Design Polygons,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Polygons2024,SimpleRenderer,#c500ff,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
Root,"OSMP Generic Features gathered in Field Maps, 2024.lyrx",Restoration Points,Feature,E:\GPS\mobileApps\Data\GenericFSArchive.gdb\Points2024,SimpleRenderer,#730000,No,,,,,No,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
